masterid,sampledate,Alkalinity_as_CaCO3,Oxygen_Dissolved,Salinity,SpecificConductivity,Temperature,Turbidity,pH,TN,TP,AFDM_g_m2,Chl-a_mg_m2,PCT_FAST,PCT_FN,PCT_HP,PCT_MAP,PCT_SAFN,XCMG,XFC_NAT_SWAMP,XSLOPE
901S12942,2012-05-30T07:00:00Z,210.66666666666666,13.7,1.2,2364,25,0.76,8,0.6795,0.02325,4.135,22.15,6,0,0,40,49,6,3.3,0.5
901S39498,2010-05-18T07:00:00Z,216,NA,1.3,2400,17.9,0.55,7.8,0.631,0.060450000000000004,8.05,10.75,27,3,0,83,28,1,1.4,0.4
901S45253,2010-05-18T07:00:00Z,224,NA,0.8,1492,16.6,NA,7.6,0.641,0.0709,144.31,28.97,23,10,0,92,49,104,60.3,1.3
901SCCA74,2010-06-08T07:00:00Z,118,5.8,0.2,462,17.5,NA,7.1,0.043,0.035699999999999996,24.56,45.22,25,0,0,41,11,121,46,4.7
901SJC74x,2005-06-10T07:00:00Z,170,6,0.3,646,21.6,NA,8.1,NA,NA,NA,NA,0,4,0,NA,43,44,31.7,NA
901SJC74x,2007-05-04T07:00:00Z,255,5.7,NA,1494,15.6,NA,NA,NA,NA,NA,NA,73,29,0,NA,86,119,81.1,1
901SJC74x,2009-04-22T07:00:00Z,255,7.75,1.1,2135,22.4,0.55,8.1,NA,NA,NA,NA,23,0,0,NA,72,128,55.2,0.6
901SJMS1x,2008-04-23T07:00:00Z,160.4,9.61,0.3,641,13.2,0.68,7.67,NA,NA,NA,NA,35,4,0,NA,7,70,40.7,NA
901SJMS1x,2008-05-13T07:00:00Z,148.4,10.43,0.3,602,14.2,1.08,8.52,NA,NA,NA,NA,36,3,0,NA,6,70,27.2,NA
901SJMS1x,2008-06-02T07:00:00Z,125,11.83,0.3,498,28.8,1.03,8.97,NA,NA,NA,NA,11,1,0,NA,1,74,40.7,NA
901SJMS1x,2008-06-25T07:00:00Z,133,9.16,0.3,629,19.8,0.85,8.39,NA,NA,NA,NA,2,0,0,NA,0,70,16,NA
901SJMS1x,2008-07-03T07:00:00Z,143,8.68,0.3,630,25.1,1.29,8.58,NA,NA,NA,NA,1,0,0,NA,0,75,13.3,NA
901SJOF1x,2008-04-28T07:00:00Z,172,8.33,0.3,487,12.3,0.81,7.85,NA,NA,NA,NA,10,3,0,NA,21,98,92.9,NA
901SJOF1x,2008-05-16T07:00:00Z,190,6.99,0.3,605,15.1,0.54,7.77,NA,NA,NA,NA,12,2,0,NA,10,115,100.7,NA
901SJOF1x,2008-06-05T07:00:00Z,194,76.3,0.4,719,13.6,0.51,7.92,NA,NA,NA,NA,2,4,0,NA,9,111,125.5,NA
901SJOF1x,2008-06-25T07:00:00Z,196,8.5,0.4,802,23,2.16,8.3,NA,NA,NA,NA,2,4,0,NA,10,116,113,NA
901SJOF1x,2008-07-03T07:00:00Z,125,10.24,0.4,721,33.5,2.57,9.18,NA,NA,NA,NA,0,0,0,NA,0,108,58.7,NA
901SJSJC9,2002-10-29T08:00:00Z,214,NA,NA,2879,22.2,2.3,7.91,0.0398,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901SJSJC9,2003-01-14T08:00:00Z,233,NA,1.16,2244,12.53,2,6.52,1.2457,0.0713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901SJSJC9,2003-04-15T07:00:00Z,112,NA,0.29,594,15.67,110,7.94,2.8524,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901SJSJC9,2003-05-13T07:00:00Z,213,NA,0.74,1471,19.89,5.28,8.27,0.549,0.0498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901SJSJC9,2008-05-05T07:00:00Z,236,8.95,1.4,2678,17.4,NA,7.97,NA,NA,20.49,42.93,0,6,0,NA,40,12,6.9,8.5
901SJSJC9,2008-05-08T07:00:00Z,245,NA,NA,NA,NA,NA,NA,0.8548,0.0327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901SJSJC9,2013-05-14T07:00:00Z,NA,NA,NA,2870,27.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901SJSJC9,2014-05-12T07:00:00Z,NA,8.32,NA,3684,19.95,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901SJSJC9,2015-05-04T07:00:00Z,NA,12.78,NA,3670,24.57,NA,8.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901SJSJC9,2017-05-15T07:00:00Z,NA,9.5,NA,1815,25.27,NA,8.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901SJSJC9,2018-05-02T07:00:00Z,NA,8.87,NA,2780,17.59,NA,8.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901SJSJC9,2019-04-30T07:00:00Z,NA,10.55,NA,1632,20.72,NA,8.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901SJSJC9,2020-06-10T07:00:00Z,NA,10.9,NA,2070,26.98,NA,8.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901SJSMT2,2003-04-16T07:00:00Z,109,NA,0.16,330,16.76,18.4,8.22,0.7196,0.0701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901SJSMT2,2003-05-14T07:00:00Z,147,NA,0.21,438,15.65,0.3,7.75,0.2852,0.0197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901SJSMT2,2008-05-05T07:00:00Z,228,7.02,0.3,709,19.5,NA,8.17,NA,NA,10.32,9.76,34,1,0,NA,22,116,139.7,3.5
901SJSMT2,2008-05-07T07:00:00Z,182,NA,NA,NA,NA,NA,NA,0.448,0.0477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901SJSMT2,2011-07-27T07:00:00Z,NA,3.65,0.29,600,20.51,NA,7.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901SJSMT2,2011-09-29T07:00:00Z,NA,2.53,0.33,677,17.71,NA,6.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901SJSMT3,2005-06-07T07:00:00Z,180,7.6,0.2,478.5,22.4,NA,8.6,NA,NA,NA,NA,0,0,0,NA,16,87,96.9,NA
901SJSMT3,2008-05-08T07:00:00Z,190,7.01,0.3,692,18.8,NA,8.46,0.094,0.0251,50.87,49.17,16,0,0,NA,48,107,49.5,0.9
901SJSMT3,2009-04-28T07:00:00Z,200,NA,NA,NA,17.1,NA,8.2,NA,NA,NA,NA,53,0,0,NA,19,132,112.8,4
901SMCWHC,2019-05-20T07:00:00Z,89,9.63,NA,344.1,14.55,0.2,8.04,NA,NA,NA,NA,75,3,0,35,8,104,87.3,10.3
901TCSMP1,2010-05-25T07:00:00Z,NA,13.13,0.4,632,24.13,1.28,7.85,NA,NA,NA,NA,0,1,0,59,14,61,26.2,NA
902ADB848,2012-10-04T07:00:00Z,NA,4.89,NA,413,15.52,15.3,6.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902ADB848,2013-05-29T07:00:00Z,NA,6.32,NA,391,13.7,3.5,7.4,NA,NA,167.3,24.83,NA,NA,NA,NA,NA,NA,NA,NA
902ADB848,2013-09-18T07:00:00Z,NA,8.36,NA,421,15.66,5.2,7.56,0.8,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902ADB848,2014-02-28T08:00:00Z,NA,15.39,NA,407.5,13.29,57.65,7.55,1.12,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902ADB848,2014-05-07T07:00:00Z,NA,7.47,NA,407.5,11.92,0.98,6.55,10000,0,77.23,14.42,NA,NA,NA,NA,NA,NA,NA,NA
902ADB848,2014-09-10T07:00:00Z,NA,NA,NA,380,NA,9.3,NA,0.3,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902ADB848,2014-11-01T07:00:00Z,NA,NA,NA,590,NA,58,NA,0.3,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902ADB848,2014-12-04T08:00:00Z,NA,NA,NA,500,NA,20,NA,1.3,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902ADB848,2015-05-13T07:00:00Z,NA,NA,NA,460,NA,0.64,NA,0.2,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902ADB848,2015-05-15T07:00:00Z,NA,NA,NA,400,NA,2.2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902ADB848,2017-01-19T08:00:00Z,NA,9.85,0.1,223.5,11,32.8,8.61,1.8,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902ADB848,2017-05-31T07:00:00Z,NA,6.94,0.25,428.5,16.6,0.8,7.69,0.6,0,71.82025895,54.30312262,NA,NA,NA,NA,NA,NA,NA,NA
902ADB848,2018-01-09T08:00:00Z,NA,8.05,0.316,517.5,12,6.2,7.23,1.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902ADB848,2018-03-22T07:00:00Z,NA,8.86,0.22,451,13.1,1,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902ADB848,2018-03-23T07:00:00Z,NA,NA,NA,450,NA,1.6,NA,0.57,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902ADB848,2018-05-16T07:00:00Z,NA,5.27,0.215,446.53333333333336,13.530000000000001,2.0733333333333333,7.300000000000001,0.26,0.06,72.47474748,30.3030303,0,17,0,3,58,144,93.4,NA
902ARO100,2013-04-03T07:00:00Z,160,4.6,0.2,447,13.5,NA,7.6,0.127,0.0417,10.7,7.945,23,29,0,1,57,160,95.4,6.6
902DLCDLM,2008-04-16T07:00:00Z,242,NA,0.8,1591,14.2,NA,8.2,NA,NA,NA,NA,37,1,0,NA,62,178,119.2,1.2
902LMC778,2012-09-19T07:00:00Z,NA,5.84,NA,1880,18.14,0.4,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2012-10-04T07:00:00Z,NA,7.14,NA,2010,19.95,6.4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2012-10-11T07:00:00Z,NA,12.3,NA,1190,19.49,4.68,7.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2012-12-13T08:00:00Z,NA,6.6,NA,283,12.4,1000,7.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2013-02-08T08:00:00Z,NA,8.97,NA,1210,12.25,3.44,7.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2013-05-15T07:00:00Z,NA,6.04,NA,2050,16.61,0,9.05,NA,NA,58.44,110.39,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2013-09-18T07:00:00Z,NA,5.7,NA,5544,19.28,1.6,7.68,0.7,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2013-11-21T08:00:00Z,NA,14.47,0.8,1620,16.43,4.91,7.59,1,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2013-12-19T08:00:00Z,NA,5.03,NA,1430,12.2,4.665,7.63,0.9,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2014-02-28T08:00:00Z,NA,10.16,NA,222,16.93,79.2,8.54,2.9,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2014-05-07T07:00:00Z,NA,8.84,NA,2134.5,15.58,0.44,7.77,0.9,0.14,45.82,72.15,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2014-05-14T07:00:00Z,NA,NA,NA,980,NA,2.6,NA,0.1,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2014-11-01T07:00:00Z,NA,NA,NA,850,NA,NA,NA,1.5,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2014-12-02T08:00:00Z,NA,NA,NA,1100,NA,3.5,NA,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2014-12-11T08:00:00Z,NA,NA,NA,1100,NA,7.8,NA,1.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2015-03-01T08:00:00Z,NA,NA,NA,560,NA,76,NA,1.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2015-06-04T07:00:00Z,NA,NA,NA,850,NA,4.2,NA,0.4,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2015-10-04T07:00:00Z,NA,NA,NA,540,NA,670,NA,2.6,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2017-02-18T08:00:00Z,NA,9.969999999999999,0.14500000000000002,306.5,11.805,237.1,7.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2017-02-19T08:00:00Z,NA,NA,NA,400,NA,190,NA,1.8,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2017-05-17T07:00:00Z,NA,6.51,0.52,1030,18,1.85,6.83,0.7,0,82.77634961,154.24164524,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2017-09-07T07:00:00Z,NA,5.51,0.5,1010,25.03,2.2,6.9,0.3,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2018-01-09T08:00:00Z,NA,9.01,0.259,494,13.7,69.45,7.43,5.2,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2018-02-27T08:00:00Z,NA,7.59,0.659,1000.6666666666666,12.7,3.433333333333333,7.26,1.2000000000000002,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2018-03-22T07:00:00Z,NA,5.79,0.46,925,16.7,8.3,6.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2018-03-23T07:00:00Z,NA,NA,NA,740,NA,39,NA,1.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LMC778,2018-05-24T07:00:00Z,NA,6.29,0.51,1023,19.395,2.2066666666666666,7.85,0.4,0,30.69469836,136.65447898,26,1,0,87,4,102,72.9,NA
902LMC778,2018-08-29T07:00:00Z,NA,3.69,0.46,914.5,22.74,5.75,7.49,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2012-09-19T07:00:00Z,NA,5.03,NA,853,20.15,1.9,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2012-10-04T07:00:00Z,NA,6.89,NA,872,21.89,5.7,7.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2012-10-11T07:00:00Z,NA,11.65,NA,633,19.65,0.424,7.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2012-12-13T08:00:00Z,NA,4.17,NA,835,11.56,1000,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2013-02-08T08:00:00Z,NA,24.28,NA,955,11.64,56.7,7.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2013-05-15T07:00:00Z,NA,7.24,NA,957,22.95,1.4,8.96,NA,NA,38.29,179.85,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2013-09-18T07:00:00Z,NA,4.89,NA,949,21.09,1,7.34,0.4,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2013-11-21T08:00:00Z,NA,99.4,0.5,1100,15.21,98.6,7.35,0.9,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2013-12-19T08:00:00Z,NA,5.53,NA,978.5,11.1,6.58,7.34,0.6,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2014-02-28T08:00:00Z,NA,4.69,NA,390,16.52,290,6.95,2.5,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2014-05-07T07:00:00Z,NA,NA,NA,2100,NA,0.44,NA,0.9,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2014-05-14T07:00:00Z,NA,4.18,NA,993.5,18.99,1.55,7.25,NA,0.042,29.07,141.68,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2014-09-10T07:00:00Z,NA,NA,NA,2200,NA,1.4,NA,0.4,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2014-11-01T07:00:00Z,NA,NA,NA,1200,NA,0.11,NA,3.1,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2014-12-02T08:00:00Z,NA,NA,NA,2100,NA,1.8,NA,0.6,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2015-03-01T08:00:00Z,NA,NA,NA,410,NA,34,NA,1.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2015-05-13T07:00:00Z,NA,NA,NA,2300,NA,0.28,NA,0.2,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2015-10-04T07:00:00Z,NA,NA,NA,680,NA,53,NA,1.5,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2017-02-18T08:00:00Z,NA,9.690000000000001,0.12,268.5,12.48,90.9,8.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2017-02-19T08:00:00Z,NA,NA,NA,380,NA,140,NA,2.1,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2017-05-17T07:00:00Z,NA,5.7,1.13,2210,15.03,2.25,7.45,1.4,0.22,13.71428571,50,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2017-09-14T07:00:00Z,NA,6.82,1.1,2130,18.16,1.25,6.69,1.3,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2018-01-09T08:00:00Z,NA,9.37,0.158,404,13.8,98.7,7.46,6.3,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2018-02-27T08:00:00Z,NA,8.7,1.376,1919,11,1.15,7.55,1,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2018-03-22T07:00:00Z,NA,8.18,0.97,1896,15.1,1.1,7.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2018-03-23T07:00:00Z,NA,NA,NA,1700,NA,14,NA,1.2,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902LTC777,2018-05-24T07:00:00Z,NA,3.87,1.0350000000000001,1983.3333333333333,16.02,1.0066666666666666,7.33,1,0.16,33.17460317,119.94949495,33,0,0,29,88,198,136.8,NA
902LTC777,2018-08-29T07:00:00Z,NA,5.81,0.91,1750,18.99,2.35,7.63,1,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902M18864,2015-05-06T07:00:00Z,190,NA,NA,NA,NA,NA,NA,6.8,0.043,60.599999999999994,59.1,NA,NA,NA,NA,NA,NA,NA,NA
902M18865,2016-05-05T07:00:00Z,220,NA,NA,NA,NA,NA,NA,5.2,0.037,68.60000000000001,83.10000000000001,NA,NA,NA,NA,NA,NA,NA,NA
902M18865,2021-06-10T07:00:00Z,210,7.83,0.96,1869,15,1.21,7.39,5,0.06,80.9,129,36,10,0,46,45,78,57.9,NA
902M18893,2017-05-18T15:15:00Z,90,NA,NA,NA,NA,NA,NA,0.8,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902M18901,2018-05-01T07:00:00Z,NA,8.9,0.84,1655,13.2,1.17,7.76,NA,NA,41.4863,129.87,37,15,2,15,44,178,41.6,NA
902M18901,2018-05-01T15:45:00Z,190,NA,NA,NA,NA,NA,NA,2.9,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902M18909,2019-05-09T15:30:00Z,180,NA,NA,NA,NA,NA,NA,20,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902M18917,2020-05-29T07:00:00Z,NA,9.01,0.98,1925,17.6,2,8.39,NA,NA,27.9,101,NA,NA,NA,NA,NA,NA,NA,NA
902M18917,2020-05-29T15:00:00Z,230,NA,NA,NA,NA,NA,NA,6,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902M18929,2021-06-10T07:00:00Z,240,9.24,1.04,2032,16.6,1.53,7.41,4.7,0.05,115,139,40,15,1,29,44,147,42.1,3.3
902M20161,2015-06-25T07:00:00Z,134.73333333333332,11.22,1.75,3321,22.68,4.2,7.61,79,0.1105,44.242,149.9,2,18,0,68,82,12,11.8,0.5
902M20173,2016-06-07T07:00:00Z,320,5.14,1.06,2063,16.97,0.1,7.52,10.75,0.139,60.808099999999996,229.89999999999998,11,2,0,8,38,147,42.3,1.9
902M20237,2019-06-04T07:00:00Z,228,8.8,1.02,2000,20.545,1.7,8.16,9.620000000000001,0.062,59.05,9.82,58,0,0,0,73,205,52.3,1.6
902M20273,2019-06-12T07:00:00Z,170,8.51,0.72,1445,25.52,9.9,8.34,2.4,0.054,52.2,149,39,0,0,40,73,172,31.4,1.1
902M20301,2020-06-24T07:00:00Z,147,9.34,0.48,974,24.8,2.01,8.03,0.8315,0.025750000000000002,28.5,129,38,0,0,31,42,155,58.4,0.7
902NP9CWC,2017-03-20T07:00:00Z,169,11.4,0.76,1495,13.69,0.39,8.11,0,0,NA,NA,76,5,0,4,13,58,86.3,-13.5
902NP9CWC,2019-04-26T07:00:00Z,197,8.71,NA,1745,17.68,0.55,8.36,0.06,0.577,NA,NA,15,3,0,46,12,65,76.4,18
902RC0001,2021-06-03T07:00:00Z,340,6.33,0.85,1671,30.556,1.15,7.92,2.7,0.06205,41,137,10,1,0,37,22,117,81.3,2.3
902RCWGRx,2005-06-17T07:00:00Z,320,3.8,0.7,1340,18.1,NA,NA,NA,NA,NA,NA,0,1,0,NA,31,120,31.5,NA
902RCWGRx,2007-04-28T07:00:00Z,320,8.77,0.8,1642,19.1,NA,NA,NA,NA,NA,NA,50,7,0,NA,30,125,49.6,3.4
902RCWGRx,2008-04-15T07:00:00Z,212,8.54,0.5,933,23.2,NA,9.04,NA,NA,NA,NA,19,6,0,NA,61,137,94.4,1.1
902RCWGRx,2009-04-22T07:00:00Z,280,8.1,0.1,104,21.2,0.9,8.1,NA,NA,NA,NA,52,0,0,NA,58,135,47.9,1.4
902RCWGRx,2010-10-07T07:00:00Z,NA,6.6,0.74,1487,18.62,NA,7.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902RCWGRx,2011-07-27T07:00:00Z,NA,8.85,0.79,1580,20.88,NA,7.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902RCWGRx,2011-09-29T07:00:00Z,NA,8.69,0.65,1311,18.76,NA,8.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902S00117,2010-05-25T07:00:00Z,163.5,NA,0.7,1363,19.8,NA,8.2,0.933,0.0832,14.04,13.19,0,10,0,21,86,167,12.8,0.2
902S00565,2009-04-27T07:00:00Z,150,11.5,0.1,162,20.2,2.93,8.5,NA,NA,17.57,28.01,39,6,0,37,66,135,93.8,1.9
902S00565,2009-05-06T07:00:00Z,148,NA,NA,NA,NA,NA,NA,1.3506,0.026500000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902S00565,2021-06-22T07:00:00Z,141,8.27,0.62,1223,21.11,4.01,7.88,0.2051,0.002,19.5,114,23,0,0,20,22,139,48.6,1
902S01097,2009-05-11T07:00:00Z,197,8.44,0.6,1234,20.2,0.82,8.4,5.3192,0.0548,101.5,79.05,7,10,0,18,78,210,61.1,1.2
902S01097,2015-05-04T07:00:00Z,200,NA,NA,NA,NA,NA,7.24,3.6,0.04,101,78.5,NA,NA,NA,NA,NA,NA,NA,NA
902S01097,2016-05-06T07:00:00Z,200,NA,NA,NA,NA,NA,NA,5.4,0.02,61.900000000000006,153.8,NA,NA,NA,NA,NA,NA,NA,NA
902S01097,2017-05-18T07:00:00Z,NA,11.75,1.02,1985,18.8,1.6,8.15,NA,NA,56.56570000000001,108.58599999999998,30,4,0,73,50,170,38.7,2.2
902S01097,2017-05-18T19:45:00Z,190,NA,NA,NA,NA,NA,NA,6.3,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902S01097,2018-05-01T19:30:00Z,200,NA,NA,NA,NA,NA,NA,4.6,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902S01097,2019-05-09T19:00:00Z,210,NA,NA,NA,NA,NA,NA,6,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902S01097,2020-05-29T07:00:00Z,NA,9.1,0.9,1834,18.5,1.7,8.14,NA,NA,22,85.19999999999999,52,3,0,47,63,205,26.3,2.3
902S01097,2020-05-29T18:30:00Z,210,NA,NA,NA,NA,NA,NA,6.6,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902S02293,2010-05-27T07:00:00Z,118.33333333333333,5.85,0.5,1028,19.3,2.46,7.3,0.445,0.0155,47.84,154.29,60,2,0,72,63,160,83.6,1.7
902S02357,2010-05-25T07:00:00Z,157,9.24,0.6,1265,17.2,2.64,8.3,2.22,0.07694999999999999,14.89,71.86,94,10,0,61,86,126,31.4,2.2
902S05173,2011-05-17T07:00:00Z,192,7.9,0.6,1213,16.3,1.05,8.4,2.52,0.0521,14.44,32.22,53,0,0,43,35,102,19.6,0.2
902SMADO2,2007-06-04T07:00:00Z,184,5.58,0.3,622,17.14,3.3,7.21,0.39,0.0643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902SMADO2,2007-06-05T07:00:00Z,172,3.6,NA,401,16.9,NA,NA,NA,NA,NA,NA,28,34,0,NA,55,127,47.9,4.2
902SMADO2,2010-10-07T07:00:00Z,NA,8.11,0.19,387,14.35,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902SMADO2,2011-07-27T07:00:00Z,NA,7.43,0.2,425,16.44,NA,7.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902SMADO2,2011-09-29T07:00:00Z,NA,7.62,0.2,413,15.74,NA,7.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902SMAS1x,2008-04-02T07:00:00Z,188,9.44,0.3,615,15.3,1.03,7.89,NA,NA,NA,NA,50,6,0,NA,39,42,36.8,NA
902SMAS1x,2008-04-08T07:00:00Z,152.6,9.89,0.2,538,12.5,2.7,8.29,NA,NA,NA,NA,25,0,0,NA,60,51,42.8,NA
902SMAS1x,2008-05-12T07:00:00Z,248,8.61,0.4,747,15.8,1.21,8.4,NA,NA,NA,NA,34,0,0,NA,26,77,38.7,NA
902SMAS1x,2008-06-02T07:00:00Z,21,6.67,0.4,666,20.7,0.29,7.87,NA,NA,NA,NA,1,0,0,NA,13,89,52.4,NA
902SMROB8,2005-06-07T07:00:00Z,140,7.3,0.1,400,24.1,NA,8.3,NA,NA,NA,NA,0,0,0,NA,32,58,13.9,NA
902SMROB8,2007-04-28T07:00:00Z,220,7.9,0.3,624,16.9,NA,NA,NA,NA,NA,NA,21,8,0,NA,25,73,69.2,3.5
902SMROB8,2008-04-18T07:00:00Z,52,NA,NA,NA,17,NA,8.21,NA,NA,NA,NA,40,7,0,NA,36,87,125.4,3
902SMROB8,2009-04-28T07:00:00Z,158,NA,NA,NA,21.1,NA,8.2,NA,NA,NA,NA,45,2,0,NA,35,106,98.7,2.3
